,genres
95457,Adventure
95458,"Adventure, casual"
95459,Action
95460,Action
95465,"Indie, strategy, early access"
95466,Adventure
95467,"Adventure, strategy"
95469,"Action, indie"
95470,"Casual, indie"
95474,"Action, casual, indie"
95475,"Action, adventure, casual, indie"
95477,"Adventure, indie"
95478,"Action, casual, indie, strategy"
95479,"Action, adventure, casual, indie"
95480,"Action, strategy"
95483,"Action, early access"
95484,Adventure
95486,Adventure
95487,"Action, casual, indie, rpg, simulation, strategy"
95490,"Casual, indie, racing"
95492,"Action, indie, simulation"
95494,"Casual, simulation, sports, strategy"
95495,"Simulation, strategy"
95497,"Adventure, free to play, rpg, strategy"
95498,"Casual, indie, strategy"
95500,"Indie, rpg, simulation, strategy"
95501,"Adventure, indie"
95502,Strategy
95503,"Sports, strategy"
95505,"Casual, indie"
95506,"Casual, indie"
95507,"Action, indie, early access"
95508,"Casual, indie"
95509,"Simulation, strategy"
95511,"Action, adventure, casual, indie"
95512,"Casual, indie, simulation"
95513,"Casual, indie"
95514,"Action, adventure, indie"
95516,"Action, indie, rpg"
95517,"Adventure, indie"
95518,"Action, casual, free to play, indie, simulation, sports, strategy"
95519,"Casual, free to play, indie, simulation, sports, strategy"
95520,"Casual, free to play, indie, simulation, sports, strategy"
95521,"Casual, indie, strategy"
95522,"Casual, free to play, indie, simulation, sports, strategy"
95523,"Casual, free to play, indie, simulation, sports, strategy"
95524,"Casual, free to play, indie, simulation, sports, strategy"
95525,Racing
95527,"Casual, free to play, indie, simulation, sports, strategy"
95528,"Adventure, casual, rpg, strategy"
95529,"Casual, free to play, indie, simulation, sports, strategy"
95531,Racing
95532,Racing
95533,"Casual, free to play, indie, simulation, sports, strategy"
95534,Racing
95536,"Casual, indie"
95537,"Casual, simulation"
95539,Rpg
95540,"Action, adventure"
95541,Action
95545,Simulation
95547,"Action, indie"
95548,"Action, casual, indie"
95550,"Action, casual, indie"
95552,"Adventure, indie, rpg, strategy"
95554,"Action, indie"
95555,"Casual, indie, simulation, sports, strategy"
95556,"Adventure, casual"
95557,"Indie, simulation"
95559,"Simulation, strategy"
95560,"Adventure, indie"
95561,"Indie, strategy"
95562,"Casual, indie, rpg, simulation"
95564,"Action, rpg"
95565,"Action, rpg"
95566,"Action, rpg"
95567,"Design &amp; illustration, utilities"
95568,"Design &amp; illustration, utilities"
95569,"Design &amp; illustration, utilities"
95570,"Action, free to play, early access"
95571,"Action, free to play"
95572,"Casual, free to play, indie, simulation, sports"
95573,"Action, adventure, strategy, early access"
95574,Strategy
95575,"Action, casual, indie"
95576,"Action, adventure, massively multiplayer"
95578,"Adventure, casual"
95579,"Casual, free to play, indie, simulation, sports, strategy"
95581,"Action, indie"
95584,"Action, indie, strategy"
95585,"Casual, indie, rpg, simulation, strategy"
95587,"Action, adventure, rpg"
95588,"Action, adventure, casual, indie"
95589,"Adventure, indie, strategy"
95593,"Adventure, indie"
95595,"Action, free to play"
95596,"Adventure, indie"
95598,Action
95604,"Adventure, casual, indie"
95605,"Adventure, indie, rpg"
95607,Sports
95614,"Adventure, casual, indie"
95615,"Adventure, casual, indie, simulation"
95616,Action
95618,"Adventure, casual, indie"
95619,Simulation
95620,"Action, free to play, indie, strategy"
95622,"Adventure, indie, rpg"
95623,Simulation
95624,Simulation
95625,"Action, indie, early access"
95626,"Action, indie"
95628,"Indie, massively multiplayer, rpg, simulation"
95629,"Action, indie"
95630,"Action, indie"
95631,"Indie, racing, rpg, sports"
95632,Strategy
95633,"Adventure, indie"
95635,"Adventure, indie"
95637,"Simulation, strategy"
95639,"Action, adventure, indie"
95640,"Adventure, casual, indie, early access"
95641,"Indie, simulation, strategy"
95642,"Action, casual, indie"
95646,"Adventure, casual, rpg, early access"
95647,"Indie, rpg, strategy"
95648,"Indie, rpg, strategy"
95651,"Adventure, indie, rpg"
95652,"Action, adventure, free to play, massively multiplayer, rpg"
95655,"Adventure, indie"
95656,"Action, adventure, indie"
95657,"Casual, indie"
95658,"Action, adventure, indie"
95661,"Casual, free to play, indie, simulation, sports, strategy"
95662,"Casual, free to play, indie, simulation, sports, strategy"
95663,"Action, casual, indie, racing"
95664,"Action, indie"
95668,"Action, free to play, racing, sports"
95669,"Casual, indie"
95673,"Adventure, indie"
95677,Indie
95684,Simulation
95687,Action
95688,"Action, adventure"
95689,Simulation
95691,"Indie, simulation, strategy"
95692,"Casual, indie"
95693,"Action, indie, rpg"
95694,"Casual, simulation"
95697,"Indie, simulation"
95698,"Action, indie, rpg"
95699,"Massively multiplayer, rpg"
95702,"Action, free to play, indie"
95703,"Casual, indie, simulation, early access"
95705,"Indie, simulation, strategy"
95708,Indie
95709,Indie
95710,Indie
95717,"Adventure, casual, indie"
95720,"Casual, indie, sports"
95722,"Action, adventure, indie, strategy"
95731,"Casual, indie"
95732,"Action, indie, early access"
95733,"Action, adventure, casual, indie, rpg, strategy"
95737,"Casual, indie, strategy"
95741,Action
95743,"Action, indie"
95746,"Action, casual, free to play, indie, strategy"
95747,"Action, adventure, indie"
95748,"Action, indie"
95749,"Action, casual, indie, simulation"
95752,"Action, adventure, casual, indie, rpg, strategy, early access"
95761,"Adventure, casual, indie, rpg, simulation"
95763,"Adventure, indie"
95764,"Action, indie"
95765,"Action, adventure, free to play, indie"
95766,"Action, indie"
95770,Action
95771,Action
95774,"Casual, rpg, strategy, early access"
95783,"Action, adventure, indie, rpg, strategy"
95785,"Action, free to play, indie"
95786,"Action, indie"
95787,"Action, casual, free to play, indie, simulation, sports, strategy"
95788,"Casual, indie"
95795,"Free to play, strategy"
95796,"Casual, indie"
95798,"Casual, indie"
95806,"Casual, indie, rpg"
95807,Adventure
95809,"Adventure, indie, early access"
95813,"Action, indie"
95814,Simulation
95820,"Adventure, indie"
95823,"Casual, indie, rpg, strategy"
95824,"Action, adventure, casual"
95825,"Adventure, indie"
95826,"Adventure, casual, indie"
95828,Casual
95829,"Casual, indie, strategy"
95830,Indie
95831,"Action, indie, rpg"
95832,Strategy
95833,"Action, casual, indie, strategy"
95834,"Action, adventure, indie, rpg"
95835,"Casual, indie, rpg, strategy"
95836,"Adventure, massively multiplayer, rpg"
95838,"Adventure, casual"
95839,"Action, indie"
95847,"Action, indie"
95850,"Action, casual, strategy, early access"
95851,"Casual, indie, simulation"
95852,Casual
95853,"Action, indie"
95854,"Adventure, indie, early access"
95855,"Action, indie, early access"
95856,"Action, indie"
95857,"Adventure, indie, rpg"
95858,"Action, adventure, indie, rpg, simulation"
95859,"Casual, indie, rpg, simulation, strategy"
95860,"Action, adventure, indie, simulation"
95861,"Action, adventure, indie"
95862,"Action, adventure, casual, indie"
95865,"Adventure, indie, rpg, simulation"
95866,"Casual, indie"
95867,"Action, adventure"
95871,"Action, indie"
95872,"Adventure, indie, rpg, early access"
95874,"Action, indie, rpg, strategy"
95878,"Casual, indie"
95881,Strategy
95884,Simulation
95885,Strategy
95886,Simulation
95887,"Casual, indie, racing"
95888,Indie
95889,"Adventure, indie, rpg, strategy"
95890,"Action, adventure, indie, rpg, early access"
95892,Indie
95893,"Adventure, casual"
95894,Indie
95895,"Action, indie"
95896,"Action, indie"
95897,"Action, indie"
95898,"Casual, indie"
95899,"Adventure, casual, free to play, indie"
95901,"Casual, indie, simulation, strategy"
95903,"Action, adventure, indie, massively multiplayer, rpg, simulation, early access"
95904,"Action, adventure, indie, rpg"
95905,"Adventure, indie"
95906,"Adventure, casual"
95907,Sports
95909,"Action, adventure, indie"
95910,"Free to play, racing, simulation, sports, early access"
95911,"Action, adventure, casual, indie, sports"
95912,"Action, casual, indie"
95914,"Casual, indie, strategy"
95915,"Action, casual, free to play, indie, massively multiplayer"
95918,"Action, casual, indie, massively multiplayer"
95919,"Action, casual, indie, massively multiplayer"
95920,"Indie, rpg"
95921,"Action, free to play, indie, massively multiplayer"
95923,Simulation
95925,"Adventure, casual, indie"
95927,"Simulation, strategy"
95928,"Casual, indie, racing"
95929,Racing
95930,Racing
95931,Racing
95932,Racing
95933,Racing
95934,Racing
95935,"Adventure, casual, indie"
95936,"Casual, indie"
95937,"Action, casual, indie"
95938,"Adventure, casual"
95939,"Free to play, indie, massively multiplayer, rpg, strategy"
95940,"Action, adventure, indie"
95941,"Action, casual, indie"
95943,"Action, indie"
95945,"Adventure, indie, rpg"
95946,"Indie, early access"
95947,"Casual, indie"
95948,"Action, casual, indie"
95951,"Adventure, indie, simulation"
95952,"Action, indie"
95953,"Action, indie, rpg"
95960,Action
95962,"Indie, strategy"
95967,"Action, casual, indie, simulation"
95968,Casual
95969,"Casual, indie"
95970,Strategy
95972,Casual
95973,"Adventure, casual, simulation"
95974,"Free to play, indie, racing, sports"
95975,"Action, early access"
95976,"Action, free to play, indie, massively multiplayer"
95978,"Action, indie"
95979,Indie
95980,"Action, adventure, indie, rpg"
95982,"Action, free to play, massively multiplayer, rpg"
95983,"Action, free to play, massively multiplayer, rpg"
95985,"Action, free to play, massively multiplayer, rpg"
95986,Strategy
95988,Casual
95989,"Casual, indie"
95990,Casual
95992,"Action, adventure, casual, free to play, indie, simulation, sports, strategy"
95993,"Action, adventure, casual, free to play, indie, simulation, sports, strategy"
95994,"Action, casual, indie, sports"
95996,"Adventure, indie, rpg"
95997,Simulation
95998,"Indie, early access"
95999,"Action, indie"
96000,"Casual, indie"
96001,"Adventure, casual, indie"
96002,"Action, indie, rpg, simulation"
96003,Action
96004,Indie
96006,"Adventure, indie, rpg, simulation, early access"
96007,"Free to play, massively multiplayer, simulation, sports"
96012,"Adventure, indie"
96013,"Action, indie"
96014,"Adventure, strategy"
96015,Simulation
96016,"Adventure, strategy"
96017,"Action, simulation, sports, strategy"
96018,Adventure
96020,Action
96021,"Casual, indie, strategy"
96022,"Simulation, strategy"
96023,"Indie, simulation"
96026,"Action, casual, indie"
96027,"Adventure, indie"
96032,"Casual, indie"
96038,"Casual, strategy"
96039,"Action, rpg"
96040,Strategy
96042,Simulation
96043,Simulation
96044,"Adventure, indie"
96045,"Adventure, indie"
96046,"Adventure, indie"
96047,"Adventure, indie, simulation"
96053,"Indie, simulation, strategy"
96054,"Action, indie, strategy"
96057,"Casual, indie"
96058,"Action, adventure, casual, indie"
96059,Action
96060,"Adventure, casual"
96062,Indie
96064,"Casual, indie, strategy"
96067,"Casual, indie"
96068,"Indie, rpg, strategy"
96069,"Adventure, casual, indie, rpg"
96070,"Action, casual, free to play, indie"
96071,"Action, adventure, indie"
96072,"Action, casual, free to play, indie"
96074,"Action, adventure, casual, massively multiplayer"
96075,"Action, adventure, casual, massively multiplayer"
96076,Rpg
96077,"Action, casual, indie"
96078,"Free to play, indie, strategy"
96079,"Casual, indie, simulation"
96080,"Free to play, indie, massively multiplayer, strategy"
96082,"Casual, indie, simulation"
96083,"Action, adventure, indie, rpg"
96084,"Adventure, casual, indie, simulation"
96085,"Action, adventure, free to play, sports, strategy"
96087,"Adventure, casual, indie"
96088,"Indie, simulation, strategy"
96089,Action
96092,"Casual, indie, strategy"
96093,"Indie, simulation"
96094,"Free to play, indie, massively multiplayer, strategy"
96095,"Action, casual"
96096,"Adventure, casual"
96097,"Action, free to play, indie, massively multiplayer, rpg"
96098,"Casual, indie, simulation"
96099,"Action, casual, indie"
96100,"Action, indie"
96102,"Adventure, indie, rpg"
96103,"Adventure, indie, rpg"
96104,"Adventure, indie, rpg"
96105,"Action, adventure, casual, free to play, rpg, strategy"
96107,"Adventure, casual, indie"
96108,"Adventure, indie"
96109,"Action, free to play, strategy"
96110,"Action, casual, indie, strategy"
96111,"Casual, indie"
96114,"Action, adventure, indie"
96117,"Action, indie"
96118,"Action, free to play, massively multiplayer, rpg"
96119,Action
96120,"Action, free to play, massively multiplayer, rpg"
96126,"Action, adventure, indie"
96127,Simulation
96131,"Action, free to play, massively multiplayer, rpg"
96132,"Casual, simulation"
96134,"Casual, indie, strategy"
96135,"Action, casual, free to play, indie"
96136,"Adventure, indie"
96137,Racing
96138,Simulation
96139,Simulation
96140,"Indie, simulation, strategy"
96142,"Adventure, casual"
96144,"Action, indie, early access"
96145,"Casual, indie, simulation"
96148,"Casual, simulation"
96149,"Indie, simulation"
96150,"Indie, simulation"
96151,"Simulation, sports"
96153,"Indie, rpg"
96155,Indie
96157,"Casual, indie"
96158,"Casual, indie"
96159,"Adventure, casual, indie"
96160,"Simulation, sports"
96161,"Simulation, sports"
96162,"Simulation, sports"
96163,"Simulation, sports"
96165,Casual
96167,"Indie, strategy"
96168,"Action, simulation, strategy"
96169,"Indie, rpg"
96171,"Action, casual, indie"
96172,Racing
96173,"Casual, free to play, indie, simulation, strategy"
96177,"Indie, rpg, strategy"
96178,"Action, adventure, casual, indie"
96179,"Adventure, indie, strategy"
96180,"Action, adventure, indie, rpg, early access"
96182,"Action, casual, indie, strategy"
96183,Strategy
96185,"Indie, rpg, strategy, early access"
96186,Photo editing
96187,"Adventure, casual"
96188,"Action, adventure, indie, rpg, simulation"
96189,"Adventure, casual, indie"
96190,Simulation
96191,"Action, indie, rpg"
96193,"Action, adventure, casual, indie"
96195,Simulation
96197,"Action, casual, indie"
96199,"Adventure, indie, rpg, strategy"
96200,"Adventure, indie, rpg, strategy"
96202,"Adventure, indie, strategy"
96203,"Action, free to play, massively multiplayer"
96204,"Casual, indie"
96205,"Action, adventure"
96206,Indie
96207,"Casual, indie, strategy"
96208,"Action, adventure, casual, indie"
96209,"Action, indie, strategy"
96210,"Action, indie, strategy"
96211,Adventure
96212,"Simulation, strategy"
96213,"Action, rpg, strategy"
96214,"Action, rpg, strategy"
96215,"Adventure, indie"
96216,"Adventure, indie"
96217,Simulation
96221,"Action, indie"
96222,"Adventure, indie"
96223,"Action, casual, indie"
96224,"Adventure, indie"
96226,"Casual, free to play, indie, simulation, sports, strategy"
96227,"Casual, free to play, indie, simulation, sports, strategy"
96228,"Action, adventure, casual"
96230,Simulation
96233,"Action, adventure, indie, rpg"
96234,"Casual, indie, rpg, simulation"
96235,"Strategy, early access"
96236,"Adventure, indie"
96237,"Action, casual, indie"
96238,"Adventure, indie"
96247,"Adventure, indie"
96248,"Action, indie"
96249,"Adventure, indie"
